"Species","LakeClass","Age","Median Total Length (mm)","Lower Quartile Total Length (mm)","Upper Quartile Total Length (mm)"
"Largemouth Bass","Complex Cool Dark",2,181.968979074024,177.09087517722,188.006831038645
"Largemouth Bass","Complex Cool Dark",3,234.22559776471,226.380789833188,243.370011970136
"Largemouth Bass","Complex Cool Dark",4,279.290749558311,269.182950245984,290.772380084955
"Largemouth Bass","Complex Cool Dark",5,318.154111885699,306.351303017333,331.358640937151
"Largemouth Bass","Complex Cool Dark",6,351.669164454639,338.627394560658,366.108899953166
"Largemouth Bass","Complex Cool Dark",7,380.571932548569,366.655165705686,395.862330703485
"Largemouth Bass","Complex Cool Dark",8,405.497150904503,390.993798972468,421.337439853203
"Largemouth Bass","Complex Cool Dark",9,426.99220314559,412.128874830971,443.149418163743
"Largemouth Bass","Complex Cool Dark",10,445.52914289268,430.482059524966,461.82499654982
"Largemouth Bass","Complex Cool Dark",11,461.515060550999,446.41951774215,477.815165946146
"Largemouth Bass","Complex Cool Dark",12,475.301023437276,460.259217971811,491.506068152089
"Largemouth Bass","Complex Cool Dark",13,487.189785581807,472.277276299351,503.228320654039
"Largemouth Bass","Complex Cool Dark",14,497.442436520678,482.713465202824,513.265000607814
"Largemouth Bass","Complex Cool Dark",15,506.284135092526,491.775997257555,521.858480783893
"Largemouth Bass","Complex Riverine",1,133.085974367965,130.814606813986,134.349939296414
"Largemouth Bass","Complex Riverine",2,198.618682447878,191.503801894567,205.322599352579
"Largemouth Bass","Complex Riverine",3,254.106963042696,243.390709787849,264.821316528553
"Largemouth Bass","Complex Riverine",4,301.090360701385,287.75200354288,314.701049693196
"Largemouth Bass","Complex Riverine",5,340.872448592582,325.679189099352,356.516871927104
"Largemouth Bass","Complex Riverine",6,374.556996663793,358.105461700383,391.572452183039
"Largemouth Bass","Complex Riverine",7,403.078596180263,385.828667083784,420.960699057777
"Largemouth Bass","Complex Riverine",8,427.228590333611,409.530932410011,445.597833803946
"Largemouth Bass","Complex Riverine",9,447.67703037534,429.795449944164,466.251954857442
"Largemouth Bass","Complex Riverine",10,464.991266456933,447.120826453118,483.566984421048
"Largemouth Bass","Complex Riverine",11,479.651688986837,461.93335138351,498.082743673742
"Largemouth Bass","Complex Riverine",12,492.065057254572,474.597485678086,510.25178247949
"Largemouth Bass","Complex Riverine",13,502.575785129986,485.424829306855,520.453488286115
"Largemouth Bass","Complex Riverine",14,511.475496963892,494.681788158408,529.00591407966
"Largemouth Bass","Complex Riverine",15,519.011118822379,502.596128934633,536.175694147872
"Largemouth Bass","Complex Two Story",1,116.323523792451,116.04633867162,115.864928002483
"Largemouth Bass","Complex Two Story",2,184.725585232138,179.915104812256,188.981385950231
"Largemouth Bass","Complex Two Story",3,241.390418807084,233.33832498209,248.999438352439
"Largemouth Bass","Complex Two Story",4,288.332035718841,278.02433703108,298.265591490334
"Largemouth Bass","Complex Two Story",5,327.21885950834,315.402085255437,338.705988135347
"Largemouth Bass","Complex Two Story",6,359.433026039462,346.666814378988,371.901713326808
"Largemouth Bass","Complex Two Story",7,386.119508096018,372.818290420343,399.150609539672
"Largemouth Bass","Complex Two Story",8,408.226810604274,394.69277065137,421.518018009797
"Largemouth Bass","Complex Two Story",9,426.540682891966,412.989744964443,439.878430033871
"Largemouth Bass","Complex Two Story",10,441.712046202557,428.294303768924,454.949676671318
"Largemouth Bass","Complex Two Story",11,454.28012907909,441.095847684986,467.320993551839
"Largemouth Bass","Complex Two Story",12,464.691632907565,451.803737322867,477.476058029252
"Largemouth Bass","Complex Two Story",13,473.316608811626,460.760383587477,485.811899357735
"Largemouth Bass","Complex Two Story",14,480.46161020347,468.252197102771,492.654421215495
"Largemouth Bass","Complex Two Story",15,486.380588465822,474.518746890466,498.271143454908
"Largemouth Bass","Complex Warm Clear",1,108.510683769009,108.140227079904,108.278742721223
"Largemouth Bass","Complex Warm Clear",2,168.186504061268,164.407447619021,171.266065113792
"Largemouth Bass","Complex Warm Clear",3,219.440140434505,213.060868832509,225.056270968114
"Largemouth Bass","Complex Warm Clear",4,263.460234814685,255.130752027317,270.992280564099
"Largemouth Bass","Complex Warm Clear",5,301.267673395801,291.507948694714,310.22092719388
"Largemouth Bass","Complex Warm Clear",6,333.73926238695,322.962764750438,343.721588873878
"Largemouth Bass","Complex Warm Clear",7,361.628062347517,350.161272160059,372.330639387124
"Largemouth Bass","Complex Warm Clear",8,385.580852691486,373.679413356646,396.762329097843
"Largemouth Bass","Complex Warm Clear",9,406.153131386637,394.015197119065,417.626616846381
"Largemouth Bass","Complex Warm Clear",10,423.821997712165,411.599244164922,435.444398113586
"Largemouth Bass","Complex Warm Clear",11,438.997216843478,426.803905766522,450.660509639281
"Largemouth Bass","Complex Warm Clear",12,452.030722867046,439.951148481255,463.654835166699
"Largemouth Bass","Complex Warm Clear",13,463.224780613194,451.319371959633,474.751789577645
"Largemouth Bass","Complex Warm Clear",14,472.838995590923,461.149304201587,484.228418198253
"Largemouth Bass","Complex Warm Clear",15,481.096334594717,469.649099096119,492.321313481694
"Largemouth Bass","Complex Warm Dark",1,134.145382187364,133.411182393395,135.07747040109
"Largemouth Bass","Complex Warm Dark",2,197.946962676893,194.645498769516,201.405391307361
"Largemouth Bass","Complex Warm Dark",3,251.815737790159,246.620670221116,257.133918370003
"Largemouth Bass","Complex Warm Dark",4,297.298073963319,290.73675752795,303.956865420617
"Largemouth Bass","Complex Warm Dark",5,335.699595056359,328.182120475459,343.297369935301
"Largemouth Bass","Complex Warm Dark",6,368.12266181891,359.965428830039,376.35114790013
"Largemouth Bass","Complex Warm Dark",7,395.498016449834,386.942832984951,404.122836423859
"Largemouth Bass","Complex Warm Dark",8,418.611500644809,409.841026175485,427.45652869588
"Largemouth Bass","Complex Warm Dark",9,438.126614104851,429.276819492742,447.061429369463
"Largemouth Bass","Complex Warm Dark",10,454.603561074236,445.773756990296,463.533410140458
"Largemouth Bass","Complex Warm Dark",11,468.515331661057,459.776218446632,477.3731206821
"Largemouth Bass","Complex Warm Dark",12,480.261279573615,471.661389671002,489.00120539998
"Largemouth Bass","Complex Warm Dark",13,490.178586037482,481.749422798113,498.771088505511
"Largemouth Bass","Complex Warm Dark",14,498.551938978465,490.312060260584,506.979715997616
"Largemouth Bass","Complex Warm Dark",15,505.621705323765,497.579954744067,513.87658104465
"Largemouth Bass","Simple Cool Clear",1,97.8232874318805,96.3193013743652,98.580459630723
"Largemouth Bass","Simple Cool Clear",2,166.472760556949,156.737434608403,175.815402973303
"Largemouth Bass","Simple Cool Clear",3,224.099490835151,208.27611838465,239.68991957362
